ID,Tags,Transcripts Rec'd,Transcripts Req'd,Letters Rec'd,Dept,Degree,Research Interests,Schools Attended,UG GPA,UG GPA SCALE,UG GPA (N),GRAD GPA,GRAD GPA SCALE,GRAD GPA (N),GREV,GREV%,GREV (N),GREQ,GREQ%,GREQ (N),GREA,GREA%,GREA (N),GRESubjName,GRESubjScore,GRESubj%,TOEFL,IELTS,EFL (N),Gender,Ethnicity,CA Res,For/Dom,Number of Reviews,Ratings,Avg. Rating,Admitted
1633160,ACHLIOPTAS LIST|COMANDUR LIST|CS CR|INTERVIEW LIST|TEN LIST,2,2,3,CMPS,PhD," MACHINE LEARNING| ALGORITHMS AND THEORY| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| BIOINFORMATICS, AI","DREXEL UNIVERSITY,SAN JOSE STATE UNIV",3.84,4,0.96,4,4,1.0,170 (official),99,11.418367346938794,165 (official),89,3.0306122448979806,5.5 (official),98,1.2653061224489797,,,,,,,M,African-American/Black,Y,Domestic,4,"10,10,10",10,Yes
1633332,KOLAITIS'S LIST|WALKER'S LIST|ZHANG'S LIST,2,2,3,CMPS,PhD, DATA MANAGEMENT SYSTEMS| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| STORAGE SYSTEMS| DATA SCIENCE AND ANALYTICS,"UNIV ARKANSAS AT LITTLE ROCK,NORTH CHINA ELECTRIC POWER UNIV",87.5,,,3.75,4,0.9375,154 (official),64,3.0544662309368107,167 (official),93,-0.35076252723314383,3.5 (official),42,0.3747276688453156,,,,,,,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,3,"1,4,4",3,No
1633677,COMANDUR LIST|VISHY'S LIST|WARMUTH'S LIST,2,2,3,CMPS,PhD, MACHINE LEARNING| DATA SCIENCE AND ANALYTICS,"NEW YORK UNIV,COLUMBIA UNIV UNDERGRAD ADM",3.704,4,0.926,3.62,4,0.905,157 (official),75,6.054466230936811,170 (official),97,2.649237472766856,4 (official),59,0.8747276688453156,,,,,,,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,2,"4,6",5,No
1567104,KAMALA'S LIST|SUZANNE'S LIST,2,2,4,CMPS,MS," SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| COMPUTER SECURITY| PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS| NETWORK SYSTEM","DUQUESNE UNIV,BEIJING JIAOTONG UNIV",4.6,5,0.9199999999999999,,,,152 (official),55,1.0544662309368107,167 (official),93,-0.35076252723314383,3.5 (official),42,0.3747276688453156,,,,101 (official),,0.8416666666666667,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,2,"8,8",8,Yes
1631817,MATEAS' LIST|WALKER'S LIST|ZHANG'S LIST,1,1,3,CMPS,PhD, NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| COMPUTER GAMES AND DIGITAL MEDIA| HUMAN COMPUTER INTERACTION,GEORGIA INSTITUTE TECHNOLOGY,3.13,4,0.7825,3.9,4,0.975,159 (official),82,0.41836734693879407,165 (official),89,3.0306122448979806,4 (official),59,-0.23469387755102034,,,,,,,M,Not Specified,N,Domestic,4,"4,4",4,No
1633408,GETOOR'S LIST|HELMBOLD'S LIST|MCDOWELL LIST,1,1,3,CMPS,PhD, MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| DATA SCIENCE AND ANALYTICS,RENSSELAER POLYTECHNIC INST,3.6,4,0.9,,,,152 (official),55,-6.581632653061206,153 (official),51,-8.96938775510202,3 (official),17,-1.2346938775510203,,,,,,,M,Other Asian,N,Domestic,2,"1,2",1.5,No
1633409,FLANAGAN'S LIST|MATEAS' LIST,1,1,4,CMPS,PhD, COMPUTER GAMES AND DIGITAL MEDIA| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| COMPUTER SECURITY,SANTA CLARA UNIVERSITY,3.932,4,0.983,4,4,1.0,,,,,,,,,,,,,,,,M,European/European descent,Y,Domestic,1,4,4,Yes
1437457,CS CR|HELMBOLD'S LIST|WALKER'S LIST|ZHANG'S LIST,4,4,3,CMPS,PhD, NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| MACHINE LEARNING| HUMAN COMPUTER INTERACTION,"HAWAII CMTY COLLEGE,UNIV OF HAWAII HILO,CABRILLO COLLEGE,UNIV OF CALIF SANTA CRUZ",3.5,Other,,,,,157 (official),75,-1.581632653061206,165 (official),89,3.0306122448979806,4.5 (official),82,0.26530612244897966,,,,,,,M,European/European descent,Y,Domestic,3,"4,6,8",6,Yes
1632603,KAMALA'S LIST|SUZANNE'S LIST,1,1,3,CMPS,MS," SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| DATA VISUALIZATION, GRAPHICS AND VISION| HUMAN COMPUTER INTERACTION",Soochow Univ,3.6,4,0.9,,,,151 (official),51,0.05446623093681069,168 (official),95,0.6492374727668562,3.5 (official),42,0.3747276688453156,,,,98 (official),,0.8166666666666667,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,5,5,No
1578483,KAMALA'S LIST|SUZANNE'S LIST,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| DATA MANAGEMENT SYSTEMS,SOUTHEAST UNIV,3.67,4,0.9175,,,,146 (official),30,-5.692307692307708,170 (official),97,6.076923076923066,3.5 (official),42,-0.1538461538461542,,,,92 (official),,0.7666666666666667,M,Chinese/Chinese-American,N,Perm Res,2,"6,7",6.5,No
1202946,DEFERRED FROM 2016|HELMBOLD'S LIST|LODHA'S LIST,1,2,3,CMPS,PhD, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| DATA MANAGEMENT SYSTEMS| ARTIFICIAL INTELLIGENCE,"UNIV OF CALIF SANTA CRUZ,SANTA MONICA COLLEGE",3.06,4,0.765,,,,159 (official),81,0.41836734693879407,152 (official),48,-9.96938775510202,4 (official),56,-0.23469387755102034,,,,,,,M,Mexican/Mexican-Amercn/Chicano,I,Domestic,1,6,6,Yes
1633266,KAMALA'S LIST,1,1,3,CMPS,MS, MACHINE LEARNING| DATA SCIENCE AND ANALYTICS| DATA MANAGEMENT SYSTEMS,NATIONAL CHENGCHI UNIV,3.415,4,0.85375,,,,154 (official),64,4.8936170212766115,170 (official),97,2.8085106382978893,3.5 (official),42,0.4893617021276597,,,,112 (official),,0.9333333333333333,M,Taiwanese/Taiwanese American,N,Foreign: Taiwan,1,6,6,No
1631781,KAMALA'S LIST,1,1,3,CMPS,MS, SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| COMPUTER NETWORKS,UNIV SOUTH CAROLINA COLUMBIA,4,4,1.0,4,4,1.0,159 (official),82,0.41836734693879407,164 (official),87,2.0306122448979806,5 (official),93,0.7653061224489797,,,,,,,F,Vietnamese/Vietnamese-American,N,Domestic,1,9,9,Yes
1633676,ALVARO'S LIST|LONG'S LIST,1,1,3,CMPS,PhD, STORAGE SYSTEMS| DATA MANAGEMENT SYSTEMS| DATA SCIENCE AND ANALYTICS,TIANJIN UNIV,3.56,4,0.89,3.59,4,0.8975,157 (official),75,6.054466230936811,168 (official),95,0.6492374727668562,3.5 (official),42,0.3747276688453156,,,,110 (official),,0.9166666666666666,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,2,2,Yes
1634548,ALVARO'S LIST|MILLER'S LIST,1,1,3,CMPS,PhD, STORAGE SYSTEMS| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES,SHARIF UNIV OF TECH TEHRAN,16.42,20,0.8210000000000001,,,,146 (official),30,-0.9090909090909065,161 (official),79,-0.36363636363637397,3 (official),17,-0.31818181818181834,,,,96 (official),,0.8,M,Iranian,N,Foreign: Iran,2,"2,8",5,Yes
1572725,KAMALA'S LIST,1,1,3,CMPS,MS, MACHINE LEARNING| COMPUTER SECURITY| COMPUTER GAMES AND DIGITAL MEDIA,UNIV SAN FRANCISCO,3.8,4,0.95,,,,147 (official),34,-3.9455337690631893,169 (official),97,1.6492374727668562,3 (official),17,-0.1252723311546844,,,,,,,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,5,5,No
1634545,KAMALA'S LIST,1,1,3,CMPS,MS, HUMAN COMPUTER INTERACTION| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS,CAPITAL NORMAL UNIV,3.26,5,0.6519999999999999,,,,148 (official),38,-2.9455337690631893,167 (official),93,-0.35076252723314383,3 (official),17,-0.1252723311546844,,,,95 (official),,0.7916666666666666,U,Not Specified,N,Foreign: People's Republic of China,1,5,5,No
1632590,KAMALA'S LIST,1,1,3,CMPS,MS, HUMAN COMPUTER INTERACTION| MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS,BEIJING UNIV OF POSTS & TELE,84.7,,,,,,153 (official),60,2.0544662309368107,168 (official),95,0.6492374727668562,3 (official),17,-0.1252723311546844,,,,103 (official),,0.8583333333333333,F,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,8,8,Yes
1631202,KAMALA'S LIST,2,2,3,CMPS,MS," MACHINE LEARNING| DATA SCIENCE AND ANALYTICS| DATA VISUALIZATION, GRAPHICS AND VISION| SOFTWARE ENGINEERING","CITY UNIV OF HONG KONG,Univ Electric Sci & Tech China",88.87,,,,,,149 (official),42,-1.9455337690631893,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,,7 (official),0.7777777777777778,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,5,5,No
1632652,KAMALA'S LIST,2,2,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS,"NATIONAL TAIPEI UNIV,NATIONAL UNIV OF KAOHSIUNG",3.88,4,0.97,,,,149 (official),42,-0.10638297872338853,165 (official),89,-2.1914893617021107,3.5 (official),42,0.4893617021276597,,,,94 (official),,0.7833333333333333,M,Taiwanese/Taiwanese American,N,Foreign: Taiwan,1,6,6,No
1634531,KAMALA'S LIST,2,2,3,CMPS,MS, MACHINE LEARNING| DATA SCIENCE AND ANALYTICS| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES,"SUN YAT-SEN UNIV,PEKING UNIV",3.45,4,0.8625,3.6,4,0.9,154 (official),64,3.0544662309368107,167 (official),93,-0.35076252723314383,3 (official),15,-0.1252723311546844,,,,90 (official),,0.75,F,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,8,8,Yes
1631958,KAMALA'S LIST,1,1,3,CMPS,MS, SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| HUMAN COMPUTER INTERACTION| COMPUTER GAMES AND DIGITAL MEDIA| COMPUTER GRAPHIC,BEIJING UNIV OF POSTS & TELE,83.57,,,,,,152 (official),55,1.0544662309368107,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,101 (official),,0.8416666666666667,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,5,5,No
1631326,ALVARO'S LIST|MILLER'S LIST,2,2,3,CMPS,PhD, STORAGE SYSTEMS| COMPUTER SECURITY| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES,"GEORGE WASHINGTON UNIVERSITY,NANJING TECH UNIV",2.85,4,0.7125,4,4,1.0,146 (official),30,-4.945533769063189,167 (official),93,-0.35076252723314383,3 (official),17,-0.1252723311546844,,,,,,,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,2,"2,2",2,No
1633538,LODHA'S LIST|PANG LIST,2,2,3,CMPS,PhD," DATA VISUALIZATION, GRAPHICS AND VISION| COMPUTER GAMES AND DIGITAL MEDIA| ALGORITHMS AND THEORY","YONSEI UNIVERSITY,EWHA WOMANS UNIV",3.83,Other,,3.71,Other,,155 (official),68,5.0,166 (official),91,-0.5,3.5 (official),42,0.5,,,,111 (official),,0.925,F,Korean/Korean-American,N,Foreign: Republic of Korea,4,"4,4,6,7",5.25,No
1574961,KAMALA'S LIST,1,1,3,CMPS,MS, COMPUTER SECURITY| MACHINE LEARNING| DATA SCIENCE AND ANALYTICS,MUMBAI UNIV,8.58,10,0.858,,,,154 (official),64,1.4887218045113002,170 (official),97,6.621553884711801,4 (official),59,0.33458646616541365,,,,110 (official),,0.9166666666666666,F,Asian Indian,N,Foreign: India,1,9,9,Yes
1632669,WALKER'S LIST|ZHANG'S LIST,1,1,3,CMPS,PhD, NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| MACHINE LEARNING| COMPUTING FOR SOCIETY,Univ of Tehran,14.91,20,0.7455,,,,146 (self),30,-0.9090909090909065,166 (self),91,4.636363636363626,3.5 (self),42,0.18181818181818166,,,,99 (self),,0.825,M,Not Specified,N,Foreign: Iran,2,"1,4",2.5,No
1632072,DE ALFARO'S LIST|GETOOR'S LIST|MCDOWELL LIST,1,1,3,CMPS,PhD," MACHINE LEARNING| DATA VISUALIZATION, GRAPHICS AND VISION| ALGORITHMS AND THEORY",Univ of Tehran,16.93,20,0.8465,,,,154 (self),64,7.0909090909090935,162 (self),82,0.636363636363626,4 (self),59,0.6818181818181817,,,,116 (self),,0.9666666666666667,F,Iranian,N,Foreign: Iran,1,2,2,No
1270513,ALVARO'S LIST|GETOOR'S LIST|MCDOWELL LIST,1,3,3,CMPS,PhD, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| STORAGE SYSTEMS,"FOOTHILL COLLEGE,DIABLO VALLEY COLL,UNIV OF CALIF SANTA CRUZ",3.66,4,0.915,,,,157 (official),75,-1.581632653061206,157 (official),67,-4.969387755102019,4.5 (official),82,0.26530612244897966,,,,,,,M,Not Specified,Y,Domestic,4,"4,4,4,6",4.5,No
1393230,VISHY'S LIST|WALKER'S LIST|ZHANG'S LIST,3,3,3,CMPS,PhD, MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| DATA SCIENCE AND ANALYTICS,"FUDAN UNIV,UC IRVINE,UNIV OF CALIF SANTA CRUZ",3.51,4,0.8775,3.89,4,0.9725,150 (official),47,-0.9455337690631893,170 (official),97,2.649237472766856,3.5 (official),42,0.3747276688453156,,,,102 (official),,0.85,F,Chinese/Chinese-American,N,Foreign: People's Republic of China,2,"1,4",2.5,No
1634833,KAMALA'S LIST,2,2,3,CMPS,MS, HUMAN COMPUTER INTERACTION| DATA SCIENCE AND ANALYTICS| MACHINE LEARNING,"TIANJIN UNIV,TEXAS A&M UNIV COLLEGE STA",3.38,4,0.845,3.67,4,0.9175,145 (official),26,-5.945533769063189,167 (official),93,-0.35076252723314383,3 (official),17,-0.1252723311546844,,,,,,,F,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,5,5,No
1635428,,2,2,3,CMPS,MS," DATA MANAGEMENT SYSTEMS| DATA SCIENCE AND ANALYTICS| DATA VISUALIZATION, GRAPHICS AND VISION","UC SAN DIEGO,TIANJIN NORMAL UNIV",3.6,,,,,,152 (self),55,1.0544662309368107,163 (self),85,-4.350762527233144,3 (self),17,-0.1252723311546844,,,,93 (self),,0.775,F,Chinese/Chinese-American,N,Foreign: People's Republic of China,0,,,No
1634876,LODHA'S LIST|PANG LIST,1,1,3,CMPS,PhD," DATA VISUALIZATION, GRAPHICS AND VISION| MACHINE LEARNING| COMPUTER GAMES AND DIGITAL MEDIA",ZHEJIANG UNIV,3.6,4,0.9,,,,153 (official),60,2.0544662309368107,168 (official),95,0.6492374727668562,3 (official),17,-0.1252723311546844,,,,108 (official),,0.9,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,2,"4,6",5,Yes
1633703,KAMALA'S LIST,1,1,3,CMPS,MS," PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS| DATA SCIENCE AND ANALYTICS| MACHINE LEARNING",SHANDONG UNIV,86.28,,,,,,151 (official),51,0.05446623093681069,168 (official),95,0.6492374727668562,3 (official),17,-0.1252723311546844,,,,95 (official),,0.7916666666666666,F,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,8,8,Yes
1634915,KAMALA'S LIST,1,1,3,CMPS,MS, HUMAN COMPUTER INTERACTION| ALGORITHMS AND THEORY| DATA SCIENCE AND ANALYTICS,UNIV OF ELEC SCI & TECH CHINA,3.7,4,0.925,,,,152 (official),55,1.0544662309368107,163 (official),85,-4.350762527233144,2 (official),2,-1.1252723311546844,,,,94 (official),,0.7833333333333333,F,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,6,6,No
1632054,KAMALA'S LIST,1,1,3,CMPS,MS," DATA VISUALIZATION, GRAPHICS AND VISION| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS",Univ Electric Sci & Tech China,3.9,4,0.975,,,,156 (official),72,5.054466230936811,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,101 (official),,0.8416666666666667,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,6,6,No
1578328,KAMALA'S LIST,1,1,3,CMPS,MS," SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| DATA VISUALIZATION, GRAPHICS AND VISION| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS",SICHUAN UNIV.,82.4,,,,,,150 (official),47,-0.9455337690631893,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,106 (official),,0.8833333333333333,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,6,6,No
1634667,GETOOR'S LIST|HELMBOLD'S LIST|MCDOWELL LIST,1,1,3,CMPS,PhD, MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| DATA SCIENCE AND ANALYTICS,NANJING UNIV,4.2,5,0.8400000000000001,,,,149 (official),42,-1.9455337690631893,170 (official),97,2.649237472766856,3.5 (official),42,0.3747276688453156,,,,100 (official),,0.8333333333333334,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,2,"4,4",4,No
1633727,KAMALA'S LIST,1,1,3,CMPS,MS, MACHINE LEARNING| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| DATA MANAGEMENT SYSTEMS,APJ ABDUL KALAM TECH UNIV,83.1,,,,,,155 (official),68,2.4887218045113,167 (official),93,3.621553884711801,3.5 (official),42,-0.16541353383458635,,,,108 (official),,0.9,M,Asian Indian,N,Foreign: India,1,4,4,No
1632649,KAMALA'S LIST,2,2,3,CMPS,MS, SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| DATA SCIENCE AND ANALYTICS| COMPUTER GAMES AND DIGITAL MEDIA,"ALETHEIA UNIV,SHANGHAI UNIVERSITY OF SPORT",3.67,4,0.9175,,,,155 (official),68,4.054466230936811,166 (official),91,-1.3507625272331438,3 (official),17,-0.1252723311546844,,,,91 (official),,0.7583333333333333,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,7,7,No
1578424,KAMALA'S LIST,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| COMPUTER SECURITY| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| CRYPTOGRAPHY,"Government College of Engineering, Aurangabad",9.54,10,0.954,,,,150 (official),47,-2.5112781954887,170 (official),97,6.621553884711801,3.5 (official),42,-0.16541353383458635,,,,103 (official),,0.8583333333333333,M,Asian Indian,N,Foreign: India,1,6,6,No
1634555,KAMALA'S LIST,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS,INDIAN INSTITUTE OF TECH,8.12,10,0.8119999999999999,8.07,10,0.807,162 (official),90,9.4887218045113,167 (official),93,3.621553884711801,3.5 (official),42,-0.16541353383458635,,,,106 (official),,0.8833333333333333,M,Asian Indian,N,Foreign: India,1,9,9,No
1631195,ACHLIOPTAS LIST|HELMBOLD'S LIST,1,1,3,CMPS,PhD, MACHINE LEARNING| HUMAN COMPUTER INTERACTION| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS,Hallym Univ,3.82,4,0.955,,,,147 (official),34,-3.0,163 (official),85,-3.5,3 (official),17,0.0,,,,89 (official),,0.7416666666666667,M,Korean/Korean-American,N,Foreign: Republic of Korea,5,"4,4,4,4,4",4,No
1633330,REZA'S LIST,1,1,3,CMPS,MS, COMPUTER SECURITY| COMPUTER GAMES AND DIGITAL MEDIA| HUMAN COMPUTER INTERACTION,CENTRAL UNIV OF FINANCE & ECON,82.95,,,,,,149 (official),42,-1.9455337690631893,169 (official),97,1.6492374727668562,3 (official),17,-0.1252723311546844,,,,90 (official),,0.75,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,5,5,No
1632678,,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| ALGORITHMS AND THEORY,VELLORE INST OF TECH,8.85,10,0.885,,,,149 (official),42,-3.5112781954887,166 (official),91,2.621553884711801,3 (official),17,-0.6654135338345863,,,,106 (official),,0.8833333333333333,M,Asian Indian,N,Foreign: India,1,8,8,No
1633638,ALVARO'S LIST|MILLER'S LIST,1,1,3,CMPS,PhD," PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS| STORAGE SYSTEMS| DATA MANAGEMENT SYSTEMS",ISLAMIC AZAD UNIV,16.45,20,0.8225,18.42,20,0.921,152 (official),55,5.0909090909090935,164 (official),87,2.636363636363626,4 (official),59,0.6818181818181817,,,,107 (official),,0.8916666666666667,M,Iranian,N,Foreign: Iran,3,"4,8,8",6.67,Yes
1633665,,1,1,3,CMPS,MS, MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| DATA SCIENCE AND ANALYTICS,"Indian Inst Info Tech, Design and Manufacturing",8.78,10,0.8779999999999999,,,,150 (official),47,-2.5112781954887,166 (official),91,2.621553884711801,3.5 (official),42,-0.16541353383458635,,,,101 (official),,0.8416666666666667,M,Asian Indian,N,Foreign: India,1,8,8,Yes
1634800,ACHLIOPTAS LIST|WALKER'S LIST|ZHANG'S LIST,2,2,3,CMPS,PhD, NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| MACHINE LEARNING| DATA SCIENCE AND ANALYTICS,"UNIV AT ALBANY (SUNY),UNIVERSITY OF PELOPONNESE",7.71,10,0.771,3.87,4,0.9675,157 (official),75,-1.581632653061206,158 (official),70,-3.9693877551020194,3.5 (official),42,-0.7346938775510203,,,,,,,M,European/European descent,N,Domestic,3,"1,2,4",2.33,No
1578310,REZA'S LIST,1,1,3,CMPS,MS, MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| DATA MANAGEMENT SYSTEMS,OSMANIA UNIV,8.5,10,0.85,,,,157 (official),75,4.4887218045113,168 (official),95,4.621553884711801,3 (official),17,-0.6654135338345863,,,,108 (official),,0.9,M,Asian Indian,N,Foreign: India,1,9,9,No
1634898,ALVARO'S LIST|MILLER'S LIST,1,1,3,CMPS,PhD," STORAGE SYSTEMS| DATA MANAGEMENT SYSTEMS| PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS",SHARIF UNIV OF TECH TEHRAN,14.99,20,0.7495,,,,143 (official),19,-3.9090909090909065,163 (official),85,1.636363636363626,3 (official),17,-0.31818181818181834,,,,95 (official),,0.7916666666666666,M,Iranian,N,Foreign: Iran,2,"4,6",5,No
1634696,REZA'S LIST,1,1,3,CMPS,MS," MACHINE LEARNING| DATA SCIENCE AND ANALYTICS| DATA VISUALIZATION, GRAPHICS AND VISION",BEIJING INST OF TECH,3.58,4,0.895,3.58,4,0.895,150 (official),47,-0.9455337690631893,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,93 (official),,0.775,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,5,5,No
1634546,GETOOR'S LIST|HELMBOLD'S LIST|MCDOWELL LIST,1,3,3,CMPS,PhD, MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| DATA SCIENCE AND ANALYTICS,"UC LOS ANGELES (UCLA),NANYANG TECH UNIVERSITY,KOC UNIVERSITY",3.5,Other,,,,,150 (official),47,-3.142857142857139,169 (official),97,1.8571428571428612,3.5 (official),42,-0.2857142857142856,,,,106 (self),,0.8833333333333333,M,European/European descent,N,Foreign: Turkey,1,4,4,No
1634835,COMANDUR LIST|VISHY'S LIST,2,2,1,CMPS,PhD, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS,"AL ISRA UNIVERSITY,Jordan Univ of Sci & Tech",80,,,88,,,,,,,,,,,,,,,,,,M,Iraqi,N,Foreign: Iraq,1,1,1,No
1633203,REZA'S LIST,1,1,3,CMPS,MS," COMPUTER GAMES AND DIGITAL MEDIA| DATA VISUALIZATION, GRAPHICS AND VISION| PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS| NETWORKS",UC MERCED,3.72,4,0.93,,,,162 (official),90,3.418367346938794,165 (official),89,3.0306122448979806,4.5 (official),82,0.26530612244897966,,,,,,,M,European/European descent,Y,Domestic,2,9,9,Yes
1633359,REZA'S LIST,1,1,3,CMPS,MS," PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| COMPUTING FOR SOCIETY| NETWORKING",MANIPAL UNIV,9.14,10,0.914,,,,164 (official),94,11.4887218045113,164 (official),87,0.6215538847118012,4.5 (official),82,0.8345864661654137,,,,116 (official),,0.9666666666666667,F,Not Specified,N,Foreign: India,2,10,10,Yes
1574451,GETOOR'S LIST|MCDOWELL LIST|ZHANG'S LIST,1,1,4,CMPS,PhD, NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| MACHINE LEARNING| DATA SCIENCE AND ANALYTICS,NATIONAL INSTITUTE OF TECHNOLOGY GOA,8.98,10,0.898,,,,153 (official),60,0.4887218045113002,163 (official),85,-0.3784461152881988,4 (official),59,0.33458646616541365,,,,112 (official),,0.9333333333333333,F,Asian Indian,N,Foreign: India,2,"2,4",3,No
1634597,REZA'S LIST,1,1,3,CMPS,MS," PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| MACHINE LEARNING| COMPUTER NETWORKING",INDIAN INST OF TECH ROPAR,7.56,10,0.756,,,,161 (official),88,8.4887218045113,167 (official),93,3.621553884711801,4 (official),59,0.33458646616541365,,,,114 (official),,0.95,M,Asian Indian,N,Foreign: India,3,"7,8",7.5,Yes
1633143,REZA'S LIST,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS,COEP COLLEGE OF ENGINEERING PUNE,9.59,10,0.959,,,,167 (official),98,8.418367346938794,166 (official),91,4.030612244897981,4.5 (official),82,0.26530612244897966,,,,115 (official),,0.9583333333333334,F,Asian Indian,N,Domestic,1,10,10,Yes
1631330,LODHA'S LIST|VISHY'S LIST,2,2,3,CMPS,PhD, NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| MACHINE LEARNING| HUMAN COMPUTER INTERACTION,"GURU GOBIND SINGH INDRAPRASTHA UNIV,Indraprastha Inst of Info Tech",83.4,,,9,10,0.9,149 (official),42,-3.5112781954887,159 (official),73,-4.378446115288199,3 (official),17,-0.6654135338345863,,,,97 (official),,0.8083333333333333,F,Other Asian,N,Foreign: India,3,"4,4,4",4,No
1632110,ALVARO'S LIST|MILLER'S LIST,1,1,3,CMPS,PhD, STORAGE SYSTEMS,Savitribai Phule Pune University,61.12,,,,,,147 (official),34,-5.5112781954887,170 (official),97,6.621553884711801,3 (official),17,-0.6654135338345863,,,,109 (official),,0.9083333333333333,M,Asian Indian,N,Foreign: India,2,"2,2",2,No
